TEXTOS,y
"Sdds quando eu tinha 2 seguidores e podia postar minhas fotos sem sofrer bullying dos amigos, agr se eu postar qq uma vou ouvir sobre até a morte",1
se meu filho nasce com dente vai sofrer bullying da própria mãe pq não tem como não rir disso,1
"Mano o Lucas chapado vê as coisas do jeito que o Lucas criança via, ficava maravilhado e feliz sempre

Até o bullying começar e hoje eu precisar fumar pra isso, traumatizado",1
"Mano é incrível, minha própria namorada faz bullying cmg 🤦🏽‍♂️",1
"RT @Aron_Davys: Pqp, recém nasceu e já sofre bullying",1
o meu primo faz-me bué bullying :(,1
"sem falar no bullying fodido que acontece lá,todo mundo enfia o amor ao próximo no cu",1
estou a sofrer bullying....triste...,1
Caio faz bullying com meus espirros,1
Essa semana presenciei o bullying! Nao sai da minha cabeça que coisa mais triste,1
"laucy terminou a mais de dois anos, mas até hoje vigiam cada passo da mulher, ficam xingando e praticando bullying contra ela, camren shipper é uma raça que precisa acabar",1
"RT @brumiranda5: sofro bullying por ser lerda, amigos tóxicos",1
Hahahahahahahahahahahahaha é desta que eu vou sofrer bullying,1
sofre do bullying por não ser gay kakakakakakaka,1
sentaria junto com mark e lucas e fazer autos bullying,1
"Gente, na moral, as pessoas que faziam bullying comigo eram uns monstros. Como tinham coragem de fazer isso com essa porcariazinha fofa??? (vulgo eu)",1
to sofrendo bullying dos meus amigos pq faço brigadeiro sem manteiga :(,1
"quando tavano 6o ano pensava q tinha mo pernão, mal sabia a garota q ela sofria bullying por sermagra",1
"RT @_joanaagomes: @K1koFigueiredo so me fazes bullying Francisco, odeio-te",1
"jihyo, ela é incrível, é líder do gg que mais vende na asia, treinou por 10 anos e sofreu bullying por seu peso, ela merece toda glória e louvor hoje em dia por seus atos e suas gentilezas, ela é incrível encantadora e amorosa nao tem um ser que conheça god jihyo que nao a ame",1
cansei de sofrer bullying vo dormi,1
RT @MartaCaldeira16: O Hugo faz me bullying,1
sofro bullying por achar o Nonato bonito,1
Sofro bullying por ter 18 anos e aparentar 9,1
"É verdade quando dizem que ""a vida ensina"". Quando eu era criança, tinha o cabelo no ombro, absurdamente liso. Sofria bullying na escola e por isso comecei a odiar ter cabelo liso, porque todos os outros tinham fios mais grossos etc. Agora entendo o motivo daquilo...",1
quando eu to de boa e do nada lembro que o shinee levava o taemin na escola pq ele sofria bullying então eles eram o protection squad dele,1
"sofri bullying hoje por não saber o quem é o digimon, triste vida meus amigos",1
gente alguém me ajuda a achar aquele vídeo da laizzando bullying e racismo aaaaaaaa,1
"Tão linda até parece que não tem um pé de gigante kkkkk — KKKKKKK porra, n aguento mais sofrer bullying, pezin 36 mano 😭",1
"Gentemmmmm, parem de fazer bullying com a amiguinha 
🙏
😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂",1
"tô sofrendo bullying nesse site, não aguento mais",1
é a primeira vez desde o outro colégio que vivi o web bullying de novo,1
"tudo é motivo de hate, sinceramente. depois vem fazer textão de setembro amarelo, falando sobre prevenção ao suicídio e anti bullying. mano, enfiou a coerência no cu né??? parem um pouco, pensem se suas palavras vão machucar e se a resposta for sim, guarda pra você.",1
"Sexo, cada pessoa tem seu tempo, não é pq uma garotinha de 13 anos não é mais virgem que vcs tem que está zuando ou fazendo bullying com uma garota de 18 só pq ela não está pronta pra isso. Como eu disse, cada pessoa tem seu tempo. E vcs deveriam ter bom senso",1
fazer bullying a nazis não só é aceitável como é recomendável,1
"começou o bullying do outro bonde cmg, JC agora maior de idade sobra p eu as gracinhas kdjsjjdksjdjdsk se fuder",1
apareci no insta da escola o bullying vem,1
meu deus agora os três juntaram o menino que estava fazendo bullying,1
"criança amiga do miguel:

""mas aqui n tem bullying... aqui não tem nada disso. vc pode ser gordo, vc pode ser normal... não tem problema""",1
"Tem um limite que sempre passam. Adoram abrir a boca pra falarem sobre o quão errado é praticar bullying na internet mas na primeira que a guria faz vão lá e caiem com rt falando dela. Boa gurizada, vocês são uns hipócritas!",1
Tinha até tênis e meia cara kkkkkkkkkkkk sofri muito bullying chamavam a gente de abacatão,1
A passarela daq do viaduto está pintada e tão linda 😍🤔😣,1
Sou potterhead. Sofri muito bullying na escola durante toda minha infância e parte da adolescência e o mundo que a J. K. Rowling criou foi meu refúgio todos esses anos. #HappyBirthdayHarryPotter #HappyBirthdayJKRowling and thank u for the love and support through ur books! ❤️,1
RT @lokitstark: {12}⋆ fazendo bullying com o tom holland kkkkkkk,1
até quando meu deus??? até quando eu vou sofrer bullying dos meus pais?,1
"sofri bullying qnd criaça pq faziam piada assim ""o yuta sujo, o yuta brabo""",1
alguma vez já sofreu bullying? — acho que sim??,1
Tô sofrendo bullying por usar óculos,1
inclusive em 2015 eu tava passando pelo pior momento da minha vida bullying mudança insônia era tudo junto se eu tivesse o bts is ter sido muito mais fácil de lidar com isso tudo provavelmente,1
"as guria do cpp fazendo bullying c a minha athena, vsfd KKKKKKKKKKK",1
cala a boca sua maconheira fedorenta de merda. fumar ao invés de ficar falando merda. ninguém aguenta mais. — CALA A BOCA VC SUA FILHA DA PUTA NAO FODE. ANTES EU ESTIVESSE FUMANDO MESMO MT MAIS FACIL LIDAR COM GENTE RETARDADA QND,1
"@Mayara85930733 A bicha além de doida, é burra",1
aí estão as provas de que eu sofro bullying,1
"qd eu era 1º ano do ensino médio, numa escola nova, umas meninas acharam q podiam fazer bullying cmg. uma vez, inclusive, um amg delas achou uma 3x4 minha e divulgou no grupo de macho pra me zoar",1
praticando bullying velado,1
"Se na minha época a pessoa fala que a outra não tem empatia, ela ia sofrer bullying e o apelido dela seria ""empatia"" na banca..

Alaaaa, chegando a Empatia kkkkkkkkkk  todo mundo ia rir e ja era, ninguem ia problematizar e polemizar porra nenhuma",1
RT @gobzut: acho que a última vez que me senti tão feia assim foi em 2012 q faziam bullying cmg na escola,1
Ou seja a minha experiência com o bullying !!eu sempre fui alvo de bullying apesar de todas as pessoas gostarem de mim,1
RT @exdahayley: cansada de sofrer bullying por morar na roça,1
EU SOFRO BULLYING,1
eu já sofri tanto bullying por causa de nada na minha vida q eu não tolero e não aceito presenciar qualquer situação q ofenda ou maltrate uma pessoa sendo ela quem for,1
"Toda semana eu vejo algum post no FB de algm conhecido ou ex-colega meu de escola que sofria rejeição amorosa ou bullying dos ""amigos"" q hj sonha em virar/virou policial, militar, ou algo nessa vibe. Sempre me dá um ngc ruim quando vejo isso e nem precisar dizer o pq.",1
Não aceito o bullying do Celio cmg,1
"Eu me lembro muito bem q na hr q ele estava sofrendo bullying quem estava para defender ele foi eu, então agr quer JULGAR A NOSSA AMIZADE, sério procura-se se informar. E se ele tiver incomodado que venha falar comigo",1
Hj o bullying tá feio,1
"tu sabe que se tu não ajudar tua mãe em casa tu vai sofrer bullying na escola, né?",1
"se pagam de cult e maduras e tão fazendo listinha ""zoando"" sendo que tá cheio de gente insegura lendo 

pra mim isso é bullying ;)",1
É a quarta vez que quebro o mesmo braço 😂,0
"@olivia32_g Vc pratica bullying, é diferente",0
twitter é bom mas sempre em poucos minutos que fico por aqui já me dá embrulho no estômago de tanta merda e coisa sem fundamento que ce é obrigado a ler,0
Último lateral direito pegando a 10 no Brasil se chama Ruy cabeção em 2009.,0
"Um dia eu quero chegar no nível de calma do cara que faz pilates antes da yoga. 

Acho incrível o jeito como ele é calmo e a namorada dele é enérgica.",0
Já temos a primeira imagem do crossover entre #Runaways e #CloakAndDagger,0
descobri hj q metade do meu cérebro é memória ram e a outra metade tb,0
@jeffstyy @Caioluizst Releia oq vc disse e veja se tem coerência vá! “Bullying como sobrenome”,0
"um ódio enorme que eu sinto de gente imbecil que acha que a natureza é linda e todos os seres são amigos

kkk vai estuda",0
Bullying é crime e quem pratica é um criminoso!,0
@Leticia_LCoelho Fazendo bullying com o site imparcial POLITRIZ?,0
"@inotherclouds @KaioDoTT na verdade, tem panelinha em todo o lugar. o Madalena nao é so bom pra quem é religioso, é um colégio que te acolhe muito bem e pode ter certeza que se você estiver passando por bullying e quiser conversar, varias pessoas estarão disponíveis.",0
"Uma galera na brincadeira: Nasci no bairro tal, escola tal. Adorava qd a professora usava o mimeógrafo. HOJE TODOS ALCOÓLATRAS, DROGADOS OU EX DROGADOS. Ninguém se queixava de bullying, tinha negro, gordo, gay, feia. HJ TODOS RACISTAS, GORDOFÓBICOS, HOMOFÓBICOS E MACHISTAS. VSFD",0
"Uma música que lembre suas amigas — a pergunta é, que amigas anôn? kkkk",0
"umas das coisas outras é que muitas vezes eu vejo nos tornamos escravos da nossa própria identidade, identidade essa que nem foi criada por você, foi por um conjunto de influências, estereótipos, e máscaras que vestimos a ""cruz gel"" kkk. Mas não passa de um ego, um ego parasita",0
v sofrer bullying oq es esto,0
"@ForaDePrumo @o_epep e pra piorar aparece gente dizendo que os ricos estão sofrendo preconceito no brasil

OS RICOS ESTARIAM SOFRENDO BULLYING NA INTERNET POR SEREM RICOS

sério, vão todos vocês riquinhos à merda",0
vamo estudar pq nd surge do nd a n ser sua gaia,0
"Vanessa mandando um questionário perguntando se eu já sofri bullying, amor... kkkkkkkk",0
"VAR que reverteu a decisão e deu gol pro Independiente.
1-1 58
2-1",0
"eu sou a favor do mundo 

hm kkk tao ta",0
"varias pessoa interpretaram oq eu falei da pior forma e d um jeito q não era nem d longe oq eu quis dizer, mas eu to c a consciência limpa azar d qm julgou sem me conhecer ",0
RT @lucasvon: O legal de ver o jogo no Facebook é acompanhar a tristeza dos secadores: depois do 2° gol caiu de 700 pra 500 mil acessos.,0
Puts tinha esquecido q eu era tão boa no PUBG voltei a jogar agora e já ganhei a primeira aoooo,0
vc so faz bullying comigo pqp,0
Vcs também guardam um pedaço da banana que estão comendo pra dar quando a cachorra de vcs acordar????,0
vei a karen vai me deixar doida um dia olha a hora que ela vai pegar um ônibus errado meu deussss,0
velho caralho eu não sei se eu tô puta cm o jogo ou com a porra da DAZN que trava mais que o caralho a quatro,0
Gente eu sou a Donna na vida nossa nunca me identifiquei tanto,0
Cara a Samara vai fazer mais 3 tatto segunda e eu querendo só a 1 slc,0
"Velozes e furiosos:Hobbs e shaw lançou mlk
Bora assistir a melhor saga de todas",0
@GabryellGabe Isso é bullying,0
Veveta bloqueando a Iza 😂,0
VÍDEO: delegado confessou que incinerou corpo de Santa Cruz a mando da ditadura,0
vim divulgar a história da minha nenê @starfairysky é realmente muito boa😔❤❤❤,0
"Vim embora e a Lili ficou chorando, aff. O coração partiu, sou muito louca por uma criança. 😭",0
Você sacou a minha esquizofrenia e maneirou na condução..,0
"Vocês já pararam pra notar que NENHUMA escola não teve caso de bullying??? 

Não existe escola perfeita. Ela só fode o nosso psicológico, mas a gente precisa dela",0
"@bingxinnuendo Racismo é racismo, não existe racismo inverso.
E eu acho que branco não sofre racismo, só bullying ou xenofobia dependendo do país em que mora.",0
Vontade de assistir naruto de novo só pra ver a minha hinatinha,0
Vontade de viver um romance sem a parte que dá errado,0
vou assistir #naomejulgue se for ruim a tereza vai se ver comigo pq ela me infernizou horrores com isso,0
"@jeffstyy concordo, mas eu tô no dia a dia do colégio né mano? Respeito sua visão, mas bullying não tá nem perto de ser sobrenome. Claro que já existiram casos, mas são raros msm",0
Vou dormir,0
@gcfvante Yoongi iria sofrer muito bullying kkkkkkkkkk,0
Vou parar de gastar c baile e começar a gastar minha grana em viagens,0
Vou ter q ver a minha piranha amanhã ❤️,0
@tagliaficofan Não aguento mais vc e esse bullying com as minhas escolhas erradas na vida.,0
"bullying do futuro:

- e seu pai q foi corno pela webnamorada
- mas e sua mãe q usava ""h"" no fim de cada palavra",0
encerrando a noite com um gelson de coração pq é isso que eu mereço,0
"@gisellamendest Bom, cada tem uma visão de acordo com a experiência, pode ser que no CTT tbm tenha bullying pra caralho e eu nunca tenha visto nenhum caso, mas em minha visão, é isto aí kk",0
"@eoteuquale olha bullying 
hmm é assim os q eu tinha antes so davam para dormir com lençol, eram para enfeitar a cama
este nao, simples
vais gozar comigo outra vez?",0
"[31/7 9:18 PM] bebê❤: Me tornei oque mais temia
[31/7 9:18 PM] Gabi: a gabriela
[31/7 9:18 PM] bebê❤: Exato
[31/7 9:18 PM] Gabi: NSNNDNDNDNDJDNDMDMDMDKDKDJDJD

to sofrendo bullying",0
"@viatenebrosa Toda vez que eu solto um white people problem algum amigo meu puxa minha orelha, isso não me magoa e sim me ajuda a ser mais empática e menos trouxa. Bullying do bem 😂😂😂",0
"@LouMiris @biaasarmento Depende de qual colégio, além do madalena existe diversos colégios que é um poço de bullying, depende com qual colégio vc estaria comparando, por isso eu prezo tanto pelo ctt, eu fico surpreendido o quanto bullying é algo que não se vê lá",0
"@KaioDoTT Madalena: as pessoas pensam que por ser um colégio religioso vai ser muito bom, mas tem muita panelinha e você se você com tanto bullying
Santa Úrsula: avaliam você somente pelo que é colocado num papel e esquecem que você não é só isso",0
"@jeffstyy @biaasarmento é porém bullying acontece em todo canto 
é inevitável. gente boa e gente ruim tem em todo lugar 
mas você falou como se ocorressem INÚMEROS acasos
e acontece bem ao contrario.",0
As vezes ficar quieto pode ser a forma mas inteligente de agir 🤫,0
"Não me leve a mal, me leve pra turistar na própria cidade e p trilhas KJKKKKK",0
"1° de tudo: bullying tem em todo canto pq crianças e pessoas ruins tem em TODO lugar 
agora essa é nova pra mim KKK
TODO mundo que eu conheço que entrou la fala que se sentiu acolhido 
provavelmente ele deve ter estudado lá pra falar isso",0
"@LouMiris Conheço muita gente que necessitou sair do madalena por causa de bullying, tipo real mesmo, da pessoa entrar quase em depressão  por causa disso // acho que você nunca percebeu, pq ainda bem, não deve acontecer com vc, ou com alguém perto de ti, mas, acontece, e mt",0
"bullying como sobrenome, blz 👍",0
"“deveria ter bullying como sobrenome” ??????
alguem me explica",0
"@pingulino_ Ele é meio lento as vezes mesmo, mas tem partes falam sobre assuntos tão sérios e importantes, eu acho demais! Tem um arco sobre bullying que eu nunca vi um anime representar tão bem o assunto, que só de lembrar me deixa puto e triste. MAS TEM CENAS TÃO FOFAS TAMBÉM QUE MEU DEUS",0
